"taxon","class","guild","max_length","presence","mobility","side","limit","method","lat1","lon1","site1","temp1","total1","lat2","lon2","site2","temp2","total2","lat","dLon","dTemp","pop_trend","ecoregion","dSST","i.ecoregion","i.dSST"
"Othos dentex","Actinopterygii","temperate",76,"rare","Demersal","west","northern","abundance weighted quantiles",-30.4214200000001,115.001929999999,"JMP-S3",21.3221614227086,1,-30.4133299999997,114.981669999999,"JMP-S32",20.9129958960328,1,-30.4214200000001,-0.0202599999997517,-0.4091655266758,0,"Houtman",-0.457050510775158,"Houtman",-0.457050510775158
"Plagiotremus rhinorhynchos","Actinopterygii","tropical",12,"common","benthic","west","southern","abundance weighted quantiles",-30.4214200000001,115.001929999999,"JMP-S3",21.5839808481532,1.45833333333333,-28.85354,114.01087,"WA47",22.256634746922,1,-30.4214200000001,-0.991059999999351,0.6726538987688,-0.377294231141468,"Houtman",-0.457050510775158,"Houtman",-0.457050510775158
"Enoplosus armatus","Actinopterygii","temperate",50,"common","Demersal","west","northern","abundance weighted quantiles",-30.4351800000003,115.035499999999,"JMP-S24",21.5845417236662,2.41666666666667,-30.6688499999994,115.121929999999,"JMP-S16",20.9365070679435,2.11333333333333,-30.4351800000003,0.0864299999996092,-0.648034655722732,-0.134122700417449,"Houtman",-0.476725649722439,"Houtman",-0.476725649722439
"Coscinasterias muricata","Asteroidea","temperate",50,"common","benthic","west","northern","abundance weighted quantiles",-30.5899499999999,115.06482,"JMP-S22",21.5709712722298,1,-30.2318699999997,114.998730000001,"JMP-S1",20.8892476060192,1,-30.5899499999999,-0.0660899999987663,-0.681723666210601,0,"Houtman",-0.422461621688839,"Houtman",-0.422461621688839
"Schuettea woodwardi","Actinopterygii","temperate",24,"common","Demersal","west","northern","abundance weighted quantiles",-30.6688499999994,115.121929999999,"JMP-S16",21.3697309621523,39.3958333333333,-28.1923999999999,114.244129999999,"WA57",21.5765389876881,355,-30.6688499999994,-0.877799999999368,0.206808025535835,2.19845773172485,"Houtman",-0.423594493661522,"Houtman",-0.423594493661522
"Dactylophora nigricans","Actinopterygii","temperate",120,"common","Demersal","west","northern","abundance weighted quantiles",-30.6688499999994,115.121929999999,"JMP-S16",21.2771545827633,1.25,-33.5948599999999,115.24425,"WA98",18.867537619699,1.7,-30.6688499999994,0.122320000001622,-2.40961696306425,0.307484699747961,"Houtman",-0.423594493661522,"Houtman",-0.423594493661522
"Pictilabrus laticlavius","Actinopterygii","temperate",30,"common","Demersal","west","northern","abundance weighted quantiles",-30.6688499999994,115.121929999999,"JMP-S16",21.2771545827633,1.44351851851852,-30.3290799999998,114.987719999999,"JMP-S5",20.995170998632,1.32954545454545,-30.6688499999994,-0.134209999999428,-0.2819835841313,-0.0822464286199614,"Houtman",-0.423594493661522,"Houtman",-0.423594493661522
"Eubalichthys mosaicus","Actinopterygii","temperate",60,"common","Demersal","west","northern","abundance weighted quantiles",-31.9861799999999,115.557000000001,"RI10",20.6848563611491,1,-32.0249800000003,115.545140000002,"RI5",20.4364569083447,1,-31.9861799999999,-0.0118599999991176,-0.248399452804403,0,"Leeuwin",-0.315237046916806,"Leeuwin",-0.315237046916806
"Lotella rhacina","Actinopterygii","temperate",50,"common","Demersal","west","northern","abundance weighted quantiles",-31.9861799999999,115.557000000001,"RI10",20.5948974008208,1,-35.7162500000005,137.938970000002,"GSV58",16.7476060191518,1,-31.9861799999999,22.3819700000012,-3.847291381669,0,"Leeuwin",-0.315237046916806,"Leeuwin",-0.315237046916806
"Meuschenia galii","Actinopterygii","temperate",35,"common","Demersal","west","northern","abundance weighted quantiles",-31.9861799999999,115.557000000001,"RI10",20.606159370725,1.484,-30.6814300000003,115.095480000002,"JMP-S26",21.0113041495668,1.06666666666667,-31.9861799999999,-0.461519999998515,0.405144778841763,-0.330202623607618,"Leeuwin",-0.315237046916806,"Leeuwin",-0.315237046916806
"Pseudonepanthia troughtoni","Asteroidea","temperate",14,"common","benthic","west","northern","abundance weighted quantiles",-31.9861799999999,115.557000000001,"RI10",20.6668353853169,1.50113378684807,-31.9897500000001,115.57632,"RI26",20.2376880984952,1.9375,-31.9861799999999,0.0193199999994391,-0.429147286821699,0.255177801755203,"Leeuwin",-0.315237046916806,"Leeuwin",-0.315237046916806
"Trinorfolkia clarkei","Actinopterygii","temperate",8,"common","benthic","west","northern","abundance weighted quantiles",-31.9861799999999,115.557000000001,"RI10",20.6134199726402,5.98333333333333,-30.3466700000003,115.004000000001,"JMP-S35",21.0815047879617,1,-31.9861799999999,-0.552999999999955,0.468084815321497,-1.78897782626618,"Leeuwin",-0.315237046916806,"Leeuwin",-0.315237046916806
"Chromis klunzingeri","Actinopterygii","temperate",12,"common","Demersal","west","northern","abundance weighted quantiles",-31.9884999999996,115.541139999997,"RI21",20.7111491108071,19.0116187098528,-31.9861799999999,115.557000000001,"RI10",20.4275072199423,15.6862026862027,-31.9884999999996,0.0158600000034284,-0.283641890864843,-0.192268787136094,"Leeuwin",-0.318736255413711,"Leeuwin",-0.318736255413711
"Acanthaluteres vittiger","Actinopterygii","temperate",35,"common","Demersal","west","northern","abundance weighted quantiles",-31.9884999999996,115.541139999997,"RI21",20.6750341997264,2,-33.6305499999999,115.33823,"WA17",18.7211491108071,2.93333333333333,-31.9884999999996,-0.202909999997431,-1.9538850889193,0.382992252256106,"Leeuwin",-0.318736255413711,"Leeuwin",-0.318736255413711
"Diodon nicthemerus","Actinopterygii","temperate",40,"common","Demersal","west","northern","abundance weighted quantiles",-31.9884999999996,115.541139999997,"RI21",20.7392065663475,1,-30.67822,115.106,"JMP-S39",21.061121751026,1,-31.9884999999996,-0.435139999997432,0.321915184678499,0,"Leeuwin",-0.318736255413711,"Leeuwin",-0.318736255413711
"Parascyllium variolatum","Elasmobranchii","temperate",91,"rare","benthic","west","northern","abundance weighted quantiles",-31.9884999999996,115.541139999997,"RI21",20.6760601915185,1.5,-33.6843600000001,134.48677,"EYR32",16.9525991792066,1,-31.9884999999996,18.9456300000025,-3.7234610123119,-0.405465108108164,"Leeuwin",-0.318736255413711,"Leeuwin",-0.318736255413711
"Pentagonaster dubeni","Asteroidea","temperate",15,"common","benthic","west","northern","abundance weighted quantiles",-31.9884999999996,115.541139999997,"RI21",20.6070300957592,1.93541666666667,-30.7557199999997,115.16497,"JMP-S17",20.8125581395349,1.39285714285714,-31.9884999999996,-0.376169999997487,0.205528043775665,-0.328965498957459,"Leeuwin",-0.318736255413711,"Leeuwin",-0.318736255413711
"Chaetodon assarius","Actinopterygii","tropical",13,"common","Demersal","west","southern","abundance weighted quantiles",-31.9884999999996,115.541139999997,"RI21",20.879049247606,1.4375,-30.62077,115.10239,"JMP-S21",20.8780711354309,1.52222222222222,-31.9884999999996,-0.438749999997228,-0.000978112175097579,0.0572657618084913,"Leeuwin",-0.318736255413711,"Leeuwin",-0.318736255413711
"Aspidontus taeniatus","Actinopterygii","tropical",11.5,"rare","benthic","west","southern","abundance weighted quantiles",-32.0155200000007,115.557079999999,"RI2",20.6894528043776,1,-17.5699100000001,118.97193,"NWS55",28.0528317373461,1,-32.0155200000007,3.41485000000092,7.3633789329685,0,"Leeuwin",-0.361993228799406,"Leeuwin",-0.361993228799406
"Cheilio inermis","Actinopterygii","tropical",50,"common","Demersal","west","southern","abundance weighted quantiles",-32.0249800000003,115.545140000002,"RI5",20.6572366621067,1.875,-28.67508,113.7572,"WA51",22.4825034199726,2,-32.0249800000003,-1.78794000000154,1.8252667578659,0.0645385211375712,"Leeuwin",-0.331793457324686,"Leeuwin",-0.331793457324686
"Sphyraena obtusata","Actinopterygii","tropical",55,"rare","pelagic non-site attached","west","southern","abundance weighted quantiles",-32.0249800000003,115.545140000002,"RI5",20.7124487004104,9.75,-28.67508,113.7572,"WA51",22.4825034199726,675,-32.0249800000003,-1.78794000000154,1.7700547195622,4.23744540586277,"Leeuwin",-0.331793457324686,"Leeuwin",-0.331793457324686
"Caesioscorpis theagenes","Actinopterygii","temperate",16,"rare","Demersal","west","southern","abundance weighted quantiles",-32.0249800000003,115.545140000002,"RI5",20.7742954856361,414.506944444444,-32.02967,115.53069,"RI14",20.4388508891929,356.538461538462,-32.0249800000003,-0.014450000001915,-0.3354445964432,-0.150647607682943,"Leeuwin",-0.331793457324686,"Leeuwin",-0.331793457324686
"Glaucosoma hebraicum","Actinopterygii","temperate",122,"rare","pelagic site attached","west","southern","abundance weighted quantiles",-32.0249800000003,115.545140000002,"RI5",20.7742954856361,1.21212121212121,-34.2631399999997,115.023300000001,"NCMP-S14",19.6515047879617,1.1,-32.0249800000003,-0.521840000000964,-1.1227906976744,-0.0970617128431311,"Leeuwin",-0.331793457324686,"Leeuwin",-0.331793457324686
"Schuettea woodwardi","Actinopterygii","temperate",24,"common","Demersal","west","southern","abundance weighted quantiles",-32.0249800000003,115.545140000002,"RI5",20.6309131326949,107.952390591864,-33.6974,114.97425,"NCMP-S7",19.2733378932969,149.055555555556,-32.0249800000003,-0.570890000001882,-1.35757523939805,0.322628790451511,"Leeuwin",-0.331793457324686,"Leeuwin",-0.331793457324686
"Eubalichthys gunnii","Actinopterygii","temperate",60,"common","Demersal","west","northern","abundance weighted quantiles",-32.0256700000009,115.584039999997,"RI16",20.9564705882353,2.5,-35.5190100000016,138.184520000003,"GSV94",17.3089466484268,1,-32.0256700000009,22.6004800000063,-3.6475239398085,-0.916290731874155,"Leeuwin",-0.348677893562225,"Leeuwin",-0.348677893562225
"Goniocidaris tubaria","Echinoidea","temperate",6,"common","benthic","west","northern","abundance weighted quantiles",-32.0256700000009,115.584039999997,"RI16",20.6894528043776,1.33333333333333,-32.0155200000007,115.557079999999,"RI2",20.2636114911081,1.75,-32.0256700000009,-0.0269599999979846,-0.425841313269533,0.271933715483642,"Leeuwin",-0.348677893562225,"Leeuwin",-0.348677893562225
"Phyllidiella pustulosa","Gastropoda","tropical",4.5,"common","benthic","west","southern","abundance weighted quantiles",-32.0256700000009,115.584039999997,"RI16",20.7726265389877,1.24285714285714,-32.0256700000009,115.584039999997,"RI16",20.0464158686731,1.33333333333333,-32.0256700000009,0,-0.7262106703146,0.0702691958465562,"Leeuwin",-0.348677893562225,"Leeuwin",-0.348677893562225
"Cirripectes hutchinsi","Actinopterygii","temperate",10.6,"common","benthic","west","southern","abundance weighted quantiles",-32.0256700000009,115.584039999997,"RI16",20.7025882352941,2.24935064935065,-32.0256700000009,115.584039999997,"RI16",20.101007751938,1.61666666666667,-32.0256700000009,0,-0.601580483356102,-0.330275157993369,"Leeuwin",-0.348677893562225,"Leeuwin",-0.348677893562225
"Anampses geographicus","Actinopterygii","tropical",31,"common","Demersal","west","southern","abundance weighted quantiles",-32.02967,115.53069,"RI14",20.648902872777,10.9411586847965,-32.0307299999995,115.441099999997,"RI12",20.4343792749658,8.53012774806892,-32.02967,-0.0895900000022181,-0.214523597811219,-0.248927366354146,"Leeuwin",-0.356017865165747,"Leeuwin",-0.356017865165747
"Anoplocapros amygdaloides","Actinopterygii","temperate",39,"rare","Demersal","west","southern","abundance weighted quantiles",-32.02967,115.53069,"RI14",20.6565800273598,1.28571428571429,-34.25126,115.02556,"NCMP-S15",19.4226128590971,1,-32.02967,-0.505129999999738,-1.2339671682627,-0.251314428280906,"Leeuwin",-0.356017865165747,"Leeuwin",-0.356017865165747
"Cheilodactylus gibbosus","Actinopterygii","temperate",35,"rare","Demersal","west","southern","abundance weighted quantiles",-32.02967,115.53069,"RI14",20.6783401732786,2.73148148148148,-33.6305499999999,115.33823,"WA17",18.7211491108071,1.75,-32.02967,-0.192459999999826,-1.95719106247153,-0.445228341280177,"Leeuwin",-0.356017865165747,"Leeuwin",-0.356017865165747
"Tilodon sexfasciatus","Actinopterygii","temperate",40,"common","pelagic site attached","west","northern","abundance weighted quantiles",-32.0307299999995,115.441099999997,"RI12",20.8976744186047,1.84615384615385,-31.9890999999997,115.515899999999,"RI19",20.1364295485636,1.42156862745098,-32.0307299999995,0.0748000000014031,-0.7612448700411,-0.261343543750105,"Leeuwin",-0.653397708252751,"Leeuwin",-0.653397708252751
"Stenopus hispidus","Malacostraca","tropical",9,"rare","benthic","west","southern","abundance weighted quantiles",-32.0307299999995,115.441099999997,"RI12",21.1085157318741,1.8,-30.5899499999999,115.06482,"JMP-S22",21.097756497948,1.5,-32.0307299999995,-0.376279999997763,-0.010759233926148,-0.182321556793955,"Leeuwin",-0.653397708252751,"Leeuwin",-0.653397708252751
"Chromis westaustralis","Actinopterygii","temperate",8.5,"common","Demersal","west","southern","abundance weighted quantiles",-32.0307299999995,115.441099999997,"RI12",21.150683994528,159.177037037037,-32.0257500000006,115.529680000005,"RI6",20.3100364797082,42.9948717948718,-32.0307299999995,0.0885800000073687,-0.840647514819874,-1.30893617529255,"Leeuwin",-0.653397708252751,"Leeuwin",-0.653397708252751
"Kyphosus cornelii","Actinopterygii","temperate",70,"common","pelagic site attached","west","southern","abundance weighted quantiles",-32.0307299999995,115.441099999997,"RI12",21.0382352941177,31.7016383611474,-32.0257500000006,115.529680000005,"RI6",20.394553123575,19.5237484737485,-32.0307299999995,0.0885800000073687,-0.643682170542647,-0.484736767848957,"Leeuwin",-0.653397708252751,"Leeuwin",-0.653397708252751
"Parma occidentalis","Actinopterygii","temperate",30,"common","Demersal","west","southern","abundance weighted quantiles",-32.0307299999995,115.441099999997,"RI12",21.1085157318741,3.09014932435985,-32.2723999999999,115.685940000001,"WA28",20.105097127223,3.25657142857143,-32.0307299999995,0.244840000003251,-1.00341860465117,0.0524555181398522,"Leeuwin",-0.653397708252751,"Leeuwin",-0.653397708252751
"Drupella cornus","Gastropoda","tropical",3.8,"common","benthic","east","southern","abundance weighted quantiles",-31.5235199999996,159.041410000003,"LHI2",21.8529001367989,2.25,-31.5466600000005,159.061280000003,"LHI49",21.8111491108071,2.20833333333333,-31.5235199999996,0.0198700000005658,-0.0417510259918004,-0.0186921330121525,"Lord Howe and Norfolk Islands",0.0783593527955944,"Lord Howe and Norfolk Islands",0.0783593527955944
"Plectorhinchus picus","Actinopterygii","tropical",84,"common","Demersal","east","southern","abundance weighted quantiles",-31.5646899999996,159.07015,"LHI15",21.8559781121751,1.25641025641026,-31.5708200000006,159.068239999996,"LHI13",21.8542818057456,1.09090909090909,-31.5646899999996,-0.00191000000333474,-0.00169630642950125,-0.141247274991351,"Lord Howe and Norfolk Islands",0.0872130224053222,"Lord Howe and Norfolk Islands",0.0872130224053222
"Stanulus talboti","Actinopterygii","tropical",4.8,"rare","benthic","east","southern","abundance weighted quantiles",-31.5646899999996,159.07015,"LHI15",21.8559781121751,24.1575238095238,-31.5646899999996,159.07015,"LHI15",21.8545554035568,14.9646666666667,-31.5646899999996,0,-0.00142270861829985,-0.478904009625118,"Lord Howe and Norfolk Islands",0.0872130224053222,"Lord Howe and Norfolk Islands",0.0872130224053222
"Chaetodon tricinctus","Actinopterygii","temperate",15,"common","Demersal","east","southern","abundance weighted quantiles",-31.5646899999996,159.07015,"LHI15",21.6705256986516,9.07536951530854,-31.5708200000006,159.068239999996,"LHI13",21.7824076607387,4.54024390243902,-31.5646899999996,-0.00191000000333474,0.111881962087136,-0.692583363647878,"Lord Howe and Norfolk Islands",0.0872130224053222,"Lord Howe and Norfolk Islands",0.0872130224053222
"Eviota hoesei","Actinopterygii","temperate",2.1,"common","benthic","east","southern","abundance weighted quantiles",-31.5646899999996,159.07015,"LHI15",21.8559781121751,39.5016534391534,-31.5466600000005,159.061280000003,"LHI49",21.8437181942545,24.0559218559219,-31.5646899999996,-0.00886999999625004,-0.0122599179206411,-0.495961332992727,"Lord Howe and Norfolk Islands",0.0872130224053222,"Lord Howe and Norfolk Islands",0.0872130224053222
